symbol, n_gaps, test_loss, test_acc, test_auc, test_f1, r2
ESS,52,0.46675917506217957,0.8076923489570618,0.8500000238418579,0.8253967761993408,0.39233273638104427
EOG,208,0.5688789486885071,0.6875,0.7814159393310547,0.7165707945823669,0.22413229221034792
XEL,34,0.5582147836685181,0.7352941036224365,0.7958333492279053,0.7333332896232605,0.07604788619053748
TFX,63,0.5074681639671326,0.7460317611694336,0.8287879228591919,0.7083333134651184,0.3313544312236192
INTU,77,0.4370579421520233,0.7662337422370911,0.8821138143539429,0.7597340941429138,0.4331145466461185
PHM,146,0.4955359697341919,0.7534246444702148,0.8357007503509521,0.7094880938529968,0.3272657153440921
KHC,45,0.5248367190361023,0.7777777910232544,0.8280632495880127,0.8015872836112976,0.30999304001916683
PNR,84,0.4367547333240509,0.761904776096344,0.8712421655654907,0.7583631277084351,0.4138305282241841
AMGN,56,0.6345041990280151,0.6964285969734192,0.7327806353569031,0.7050691246986389,0.14891917484429007
LVS,121,0.48159369826316833,0.8099173903465271,0.8760989308357239,0.7932841181755066,0.3846460146429106
ORLY,63,0.5715799927711487,0.6984127163887024,0.7749999761581421,0.7589743137359619,0.1537934956122834
FOX,104,0.4680938124656677,0.7980769276618958,0.8698225021362305,0.7773268222808838,0.3891673702040527
AIZ,61,0.47914183139801025,0.7704918384552002,0.8494623899459839,0.7579185366630554,0.3657018971469722
BLK,87,0.5595207810401917,0.7471264600753784,0.7888298034667969,0.6678732633590698,0.24303233552689385
UAA,174,0.5033686757087708,0.7816091775894165,0.8546128273010254,0.812343955039978,0.33117507602203755
DXCM,144,0.4510340094566345,0.7986111044883728,0.8881921768188477,0.8009482622146606,0.42213005598395925
MCO,63,0.4753604233264923,0.7460317611694336,0.860101044178009,0.7128204703330994,0.37530824327000567
CCI,49,0.4339439868927002,0.8163264989852905,0.8954850435256958,0.735897421836853,0.44395596925719616
VTRS,11,0.6548568606376648,0.5454545617103577,0.7000000476837158,0.6153846383094788,0.05530484399500135
MHK,106,0.5563248991966248,0.7075471878051758,0.7997486591339111,0.7137105464935303,0.24875127534780872
CTSH,64,0.5367770195007324,0.734375,0.8052083849906921,0.7830551862716675,0.2364714966409761
TJX,67,0.4953523278236389,0.7313432693481445,0.8454954624176025,0.702107310295105,0.3329635948609053
NOW,129,0.44834816455841064,0.7906976938247681,0.890920102596283,0.6032205820083618,0.41635489452208374
BEN,105,0.42653509974479675,0.8285714387893677,0.9068878293037415,0.7195015549659729,0.46060701415262595
UNP,60,0.49392640590667725,0.7333333492279053,0.8560267686843872,0.7450979948043823,0.349513917382845
WLTW,60,0.4427674412727356,0.8000000715255737,0.8816667199134827,0.8111110925674438,0.44541931816285063
CTXS,76,0.43406039476394653,0.7894737124443054,0.9006233215332031,0.8142857551574707,0.44436637744903085
BBY,105,0.5070579648017883,0.7714285850524902,0.8407923579216003,0.8150754570960999,0.3200270458424752
LYV,154,0.48522379994392395,0.7922077775001526,0.861763596534729,0.76423180103302,0.34691290934832586
WYNN,199,0.5455246567726135,0.7286431789398193,0.7981650829315186,0.7037993669509888,0.2596658447153998
GL,49,0.5372081398963928,0.6938775181770325,0.8265305757522583,0.7103447914123535,0.2530485111512065
EXC,49,0.4358576834201813,0.8163264989852905,0.890350878238678,0.713793158531189,0.4152327155069717
IR,99,0.5236489772796631,0.7373737096786499,0.8309322595596313,0.5256409645080566,0.2939782654582095
FANG,251,0.5346255302429199,0.7649402618408203,0.8166221380233765,0.7458187937736511,0.2861005564835537
FE,41,0.4525614082813263,0.7804878354072571,0.8647343516349792,0.7766666412353516,0.39961189760595084
CPB,49,0.4087088704109192,0.8367346525192261,0.9665552377700806,0.7946428060531616,0.48672133164565
RL,120,0.5350849032402039,0.7833333611488342,0.8295105695724487,0.780625581741333,0.2826710242627717
SCHW,150,0.5305278897285461,0.699999988079071,0.7956031560897827,0.6319327354431152,0.2612016562523495
AMP,101,0.4567951560020447,0.7920792102813721,0.878508448600769,0.8588137030601501,0.40104446470566113
ALLE,77,0.4649752378463745,0.7792207598686218,0.8545138835906982,0.805555522441864,0.36276408795687143
MO,47,0.5816409587860107,0.6808511018753052,0.7409090995788574,0.6640926599502563,0.19636420226612417
APTV,112,0.42515653371810913,0.785714328289032,0.8840742111206055,0.7590709924697876,0.4452353689109584
PNW,33,0.5681217312812805,0.6363636255264282,0.780991792678833,0.3513512909412384,0.101312778367324
AAPL,84,0.6385486721992493,0.6547619104385376,0.7314319610595703,0.670707106590271,0.06619614243176786
ES,34,0.508392333984375,0.7352941036224365,0.8298245668411255,0.699999988079071,0.30759836916894734
CHRW,59,0.43997904658317566,0.7627118825912476,0.8773148059844971,0.7532314658164978,0.4231998412083059
PYPL,99,0.588579535484314,0.6969696879386902,0.7651143670082092,0.5031901597976685,0.19410566568141974
HWM,73,0.4541928470134735,0.8219177722930908,0.8746246099472046,0.7849388122558594,0.4138910316334182
SYK,57,0.4107978641986847,0.8771929740905762,0.9090908765792847,0.8608058094978333,0.48307156094101156
PEG,43,0.5943040251731873,0.7209302186965942,0.7763158082962036,0.7875457406044006,0.18998103025912416
KSU,84,0.46264731884002686,0.785714328289032,0.8772079944610596,0.7921146750450134,0.3893620800885157
CPRT,80,0.4885914921760559,0.75,0.8533458709716797,0.7374138832092285,0.3539455444318098
TRV,50,0.5639307498931885,0.7199999690055847,0.7701150178909302,0.6794871091842651,0.21216933390784354
IEX,53,0.4654746949672699,0.8113207817077637,0.8582620620727539,0.8284313678741455,0.39741933165278187
EQIX,58,0.48225903511047363,0.7931034564971924,0.8533653616905212,0.8062499761581421,0.37630371707756194
DOW,88,0.486228883266449,0.7954545617103577,0.8687078356742859,0.7977092266082764,0.3592241588233326
DPZ,68,0.5210230350494385,0.75,0.8256919980049133,0.49444442987442017,0.304424031340809
HD,46,0.5504504442214966,0.6739130616188049,0.7916666865348816,0.6458333134651184,0.2520519552162245
HRL,43,0.5182285904884338,0.6744186282157898,0.7866666913032532,0.6120400428771973,0.2651347677622913
TT,37,0.42506536841392517,0.8108108043670654,0.8809523582458496,0.8999999761581421,0.4533106834091576
XYL,65,0.5220198035240173,0.7230769395828247,0.8237547278404236,0.5171634554862976,0.2901759893443614
HSY,31,0.541780412197113,0.774193525314331,0.8179824352264404,0.7999998927116394,0.2689184599789729
REG,69,0.44219136238098145,0.8260869979858398,0.8781833648681641,0.8813610076904297,0.42130955982185925
CSX,87,0.5560306310653687,0.7126436829566956,0.7732804417610168,0.6815659403800964,0.2376791124315879
EL,62,0.5354864001274109,0.7580645084381104,0.7847222685813904,0.6885522603988647,0.24968723734321563
ACN,48,0.4247934818267822,0.8958333730697632,0.9258928894996643,0.8948718309402466,0.45779163561674563
CMCSA,43,0.5514461994171143,0.6976743936538696,0.7815216779708862,0.6468253135681152,0.2342492584303627
BLL,52,0.43771371245384216,0.8461538553237915,0.921658992767334,0.83625727891922,0.4201447680086289
NEE,38,0.4737740457057953,0.7368420958518982,0.8393352031707764,0.6323528289794922,0.3627013123276883
LKQ,118,0.47348588705062866,0.7627118825912476,0.848863959312439,0.7577211260795593,0.3711233917121277
AXP,64,0.49894851446151733,0.734375,0.8447916507720947,0.6692546606063843,0.2934265657754547
DLTR,77,0.47600314021110535,0.7922077775001526,0.851214587688446,0.8226885199546814,0.37162089492556694
MDT,42,0.5339446067810059,0.7142857313156128,0.8443936109542847,0.5490195751190186,0.3113757944770167
DAL,122,0.4774934947490692,0.7786885499954224,0.8834218382835388,0.744796872138977,0.35678944600168894
ADM,49,0.5228448510169983,0.7755101919174194,0.8156565427780151,0.7037036418914795,0.2932565209828216
EMR,77,0.4747012257575989,0.7532467246055603,0.8443526029586792,0.6412036418914795,0.35304556782240804
IPG,117,0.5268750786781311,0.7606837749481201,0.8249561786651611,0.756325900554657,0.3165943640340777
PWR,109,0.4702940583229065,0.7522936463356018,0.8510168790817261,0.7378032803535461,0.3732265367236063
GM,96,0.6156545877456665,0.65625,0.7272331118583679,0.6271061897277832,0.15430530271556808
GLW,69,0.49235326051712036,0.7971014380455017,0.8421517014503479,0.7979798316955566,0.3310160047848938
CB,54,0.5280160307884216,0.7962962985038757,0.87443608045578,0.8166667222976685,0.2535922154700192
CMG,107,0.5312683582305908,0.7757009267807007,0.8245798349380493,0.7609148025512695,0.28101645842114686
LUV,114,0.5052416920661926,0.7894737124443054,0.8507812023162842,0.7911764979362488,0.32305148972378817
ANSS,80,0.3993162512779236,0.8500000238418579,0.9038841128349304,0.8840841054916382,0.48046097598121196
TSCO,73,0.4028956890106201,0.835616409778595,0.917792797088623,0.8347762823104858,0.49191043960622205
ED,31,0.4823777675628662,0.774193525314331,0.8290598392486572,0.800000011920929,0.3503183953174174
PNC,85,0.5027148723602295,0.7647058963775635,0.833886981010437,0.7566666603088379,0.33411289280693557
FLT,83,0.4221169650554657,0.7951807379722595,0.897965133190155,0.7777776718139648,0.45867518846686595
TECH,72,0.5219741463661194,0.6805555820465088,0.8123064637184143,0.6879085302352905,0.2772417993135464
STX,143,0.5680322051048279,0.7062937021255493,0.7765063047409058,0.6767570972442627,0.21654813094502745
DG,61,0.45926520228385925,0.819672167301178,0.8873873949050903,0.841176450252533,0.3811164095694882
NDAQ,50,0.4194973409175873,0.8199999928474426,0.9082125425338745,0.8056679964065552,0.46951884310988423
PCAR,72,0.4841529130935669,0.75,0.8284814953804016,0.7269841432571411,0.3251601834715001
O,52,0.5484867095947266,0.7115384936332703,0.7837837934494019,0.554347813129425,0.0817980414471573
PAYX,55,0.47407472133636475,0.7818182110786438,0.8591269850730896,0.7556817531585693,0.37854763134725034
WRB,46,0.4852060377597809,0.782608687877655,0.8430799245834351,0.8114035129547119,0.34196240692779234
AZO,61,0.4240136742591858,0.819672167301178,0.9009740352630615,0.8351158499717712,0.45512388739563614
DE,75,0.5018846988677979,0.7733333706855774,0.8589285612106323,0.784194827079773,0.3371624531343669
ITW,62,0.4886486828327179,0.7096773982048035,0.8298320174217224,0.6666666269302368,0.3323875696976113
FIS,48,0.36293622851371765,0.8541666865348816,0.9482758045196533,0.8360215425491333,0.5444484553821228
HLT,100,0.48366644978523254,0.7899999618530273,0.8538739681243896,0.5801587104797363,0.3630753256255548
AMAT,143,0.5265321731567383,0.748251736164093,0.8296844363212585,0.7157975435256958,0.29134440640176895
BIO,64,0.4788779020309448,0.78125,0.8566502332687378,0.7526881694793701,0.3686671601400253
BKNG,59,0.5301762223243713,0.8305084705352783,0.812354326248169,0.858532190322876,0.3193264326807046
MCD,26,0.5238568186759949,0.692307710647583,0.8496240377426147,0.6000000238418579,0.11525326811375325
COO,52,0.4435376524925232,0.75,0.8690476417541504,0.769841194152832,0.4123868362257085
TXN,81,0.49996641278266907,0.6666666865348816,0.8409091234207153,0.6149572730064392,0.3265270193543356
ABC,82,0.518068253993988,0.7317073345184326,0.826388955116272,0.7424242496490479,0.28599720583847366
V,44,0.5347027778625488,0.7954545617103577,0.8066239356994629,0.7857142090797424,0.26788687849585513
XOM,72,0.5615631341934204,0.7361111044883728,0.834765613079071,0.6633986830711365,0.2351557262471895
GWW,69,0.46988898515701294,0.739130437374115,0.8568375706672668,0.7301587462425232,0.3711456164239646
CTAS,63,0.3977032005786896,0.8253968954086304,0.9318182468414307,0.8256047964096069,0.5112000517306133
MDLZ,33,0.5301539301872253,0.7272727489471436,0.8223140835762024,0.8846153020858765,0.1940433448336507
FBHS,89,0.42258191108703613,0.7865168452262878,0.8884872198104858,0.8335821032524109,0.3974362917960613
IQV,55,0.4365600645542145,0.8181818723678589,0.8822751045227051,0.8083332777023315,0.4458409909127764
RTX,29,0.53523188829422,0.7241379022598267,0.7809524536132812,0.7333332896232605,0.28007497685891036
ETR,35,0.5670564770698547,0.6857143044471741,0.797385573387146,0.6547618508338928,0.22466053733774172
MAR,102,0.47145628929138184,0.7450980544090271,0.8639363050460815,0.6838006973266602,0.3831817468231232
CMI,76,0.44234928488731384,0.8552631735801697,0.8787456750869751,0.8285714387893677,0.4268500100716872
LUMN,23,0.6771171689033508,0.6521739363670349,0.642307698726654,0.636363685131073,0.03225052293524633
RJF,95,0.470127135515213,0.7684211134910583,0.857620358467102,0.7714285850524902,0.38142802889843896
AON,43,0.487240195274353,0.7906976938247681,0.8499999642372131,0.8012819886207581,0.3517522476327417
DRE,59,0.600351870059967,0.6440678238868713,0.7610722780227661,0.6862744688987732,0.15651725751409362
NLOK,55,0.5163830518722534,0.6909091472625732,0.8040000200271606,0.5833333134651184,0.28491706617867096
EXR,49,0.6250725388526917,0.6938775181770325,0.7516666650772095,0.6196581125259399,0.16454439158648715
ADI,106,0.5685288906097412,0.6698113083839417,0.7645069360733032,0.6625816822052002,0.21165603347995499
MGM,180,0.5261120200157166,0.7444444894790649,0.8171976804733276,0.7313036322593689,0.28811289633904047
HUM,74,0.45379313826560974,0.7837837934494019,0.8716517686843872,0.7670655250549316,0.39211005661212517
KEYS,94,0.4552425146102905,0.7765957713127136,0.8770453929901123,0.781886100769043,0.4028252808009418
AME,62,0.5211785435676575,0.7258064150810242,0.8344298005104065,0.7019704580307007,0.2777811108764685
ADP,56,0.4577411711215973,0.8392857313156128,0.9077733755111694,0.8729674816131592,0.3904034967274821
CAT,83,0.6311591267585754,0.6385542154312134,0.6851190328598022,0.5787741541862488,0.08853676117192211
ATO,47,0.4751831591129303,0.7872340679168701,0.868518590927124,0.7182794809341431,0.3687343090799837
BAC,82,0.5298186540603638,0.7195122241973877,0.8351190686225891,0.6568965315818787,0.297341975279945
SPGI,53,0.4805007874965668,0.8113207817077637,0.8639601469039917,0.8295454382896423,0.3780592678596649
AVB,49,0.4885922968387604,0.795918345451355,0.8425000309944153,0.7846153378486633,0.36195017800751994
CDAY,122,0.5341687798500061,0.7295082211494446,0.8071913719177246,0.7541584968566895,0.2732541237368321
KO,24,0.5309634208679199,0.7916666865348816,0.8285714387893677,0.7368420362472534,0.2641656857394372
SPG,93,0.536201000213623,0.7096773982048035,0.8046435713768005,0.7210718989372253,0.26896191468173336
JNPR,84,0.48855817317962646,0.773809552192688,0.8587634563446045,0.7417625188827515,0.3575539969368756
NUE,111,0.5021980404853821,0.7297297716140747,0.8474576473236084,0.7346892356872559,0.32865011730127314
PPG,61,0.4995296597480774,0.7704918384552002,0.8426724076271057,0.7750000357627869,0.34528792529876284
WELL,69,0.5417028069496155,0.695652186870575,0.8092436790466309,0.46984124183654785,0.2641235218595177
ROK,88,0.5569246411323547,0.7045454978942871,0.788281261920929,0.7243905067443848,0.22966409408612698
A,57,0.5458585619926453,0.719298243522644,0.7859848141670227,0.6794871687889099,0.24244303330178207
LIN,37,0.634901225566864,0.5675675868988037,0.7073529958724976,0.561576247215271,0.10734079361804605
EA,84,0.5763879418373108,0.6785714626312256,0.7466472387313843,0.6137775778770447,0.17543315420507088
ETN,79,0.5130558609962463,0.7088607549667358,0.8258169889450073,0.7003478407859802,0.2988362640812968
SO,24,0.5462751388549805,0.7083333730697632,0.79296875,0.7586206197738647,0.15820818729267017
BMY,46,0.43272119760513306,0.8695652484893799,0.9038461446762085,0.8562091588973999,0.44563438685680234
BKR,108,0.5753143429756165,0.6759259104728699,0.7647907733917236,0.6797435283660889,0.18706013033890045
WU,77,0.5333967208862305,0.7402597665786743,0.8031842708587646,0.7076023817062378,0.2777058863205857
BXP,64,0.4616468548774719,0.75,0.8450635671615601,0.7575757503509521,0.3725804403720363
BAX,40,0.5146910548210144,0.75,0.8421052694320679,0.7573528289794922,0.3409158234081848
CAG,67,0.4859391748905182,0.7910447716712952,0.8539426326751709,0.5281143188476562,0.3577889171946006
TXT,137,0.4927986264228821,0.7299270033836365,0.8415777683258057,0.7175405621528625,0.33963398558024216
GIS,36,0.5854783058166504,0.694444477558136,0.720634937286377,0.645348846912384,0.17481833137698488
ECL,56,0.4444754123687744,0.8392857313156128,0.8932291865348816,0.8528138995170593,0.4062231507198787
BRO,38,0.4328351318836212,0.8421052694320679,0.9047619104385376,0.8831169009208679,0.4066940553184275
FTV,66,0.5038725137710571,0.7121212482452393,0.836439847946167,0.6944445371627808,0.3076567631619297
TMO,61,0.4969925880432129,0.7540984153747559,0.8246188163757324,0.7350543141365051,0.31845597269033465
WEC,31,0.3819648027420044,0.9354838132858276,0.9429824352264404,0.944444477558136,0.5154201681164245
KMX,96,0.3885841369628906,0.8333333730697632,0.9257080554962158,0.8329658508300781,0.5130833606845402
LLY,43,0.507207453250885,0.7441860437393188,0.8271739482879639,0.730769157409668,0.3217691263933783
MKC,45,0.43591344356536865,0.800000011920929,0.8913043737411499,0.7928571701049805,0.4407327364979171
MPC,152,0.4948329031467438,0.7697368264198303,0.8589743375778198,0.7502076029777527,0.3547981317686515
AIG,97,0.5844099521636963,0.7422680854797363,0.7446949481964111,0.49587908387184143,0.18997020170788026
PM,46,0.5788546204566956,0.717391312122345,0.8079922199249268,0.6784313917160034,0.2116882663339299
EVRG,26,0.5742155313491821,0.6538462042808533,0.7749999761581421,0.6896551251411438,0.15834472923176746
T,32,0.6193355321884155,0.6875,0.7023809552192688,0.6153846383094788,0.12259641118598164
SJM,38,0.45304739475250244,0.7631579041481018,0.8536231517791748,0.8714285492897034,0.37884894572066896
ZBH,78,0.5076594948768616,0.692307710647583,0.817255437374115,0.6100164651870728,0.2917711566192772
PPL,38,0.5547665953636169,0.7894737124443054,0.8028985857963562,0.8461538553237915,0.22184173115804473
TROW,71,0.4240777790546417,0.7605633735656738,0.8923444747924805,0.7501393556594849,0.44051255090545005
CE,78,0.4788340628147125,0.7307692170143127,0.8556386232376099,0.6932234168052673,0.3448005241615174
WST,68,0.35318198800086975,0.8529411554336548,0.9401785731315613,0.8507508039474487,0.5541435566806101
PEP,27,0.4136202037334442,0.8148148059844971,0.942307710647583,0.8148148059844971,0.47191393064749143
RF,128,0.5076141953468323,0.7734375,0.8310134410858154,0.7737903594970703,0.32304485031160235
CVX,74,0.6265559792518616,0.5945945978164673,0.7153846025466919,0.4922500550746918,0.12881029531910604
DLR,52,0.45418620109558105,0.75,0.8696296215057373,0.7500000596046448,0.4000098669834953
KMB,38,0.641366720199585,0.7105263471603394,0.7035256624221802,0.6410256028175354,-0.034494819504116814
TFC,65,0.5688104629516602,0.7384615540504456,0.774904191493988,0.47823259234428406,0.20925302333663554
ROL,57,0.5057920813560486,0.6842105388641357,0.8237500190734863,0.7221674919128418,0.30656667163274065
AWK,31,0.5457858443260193,0.7096773982048035,0.7628204822540283,0.7692306637763977,0.24397405191316823
AKAM,102,0.4812411367893219,0.7450980544090271,0.8464217782020569,0.7640742659568787,0.3632101786966113
MCK,73,0.44741716980934143,0.7945205569267273,0.8862521052360535,0.873076856136322,0.3736823756051211
NKE,62,0.6000482439994812,0.6290322542190552,0.7058823704719543,0.6059523224830627,0.1496182050875421
VRSN,57,0.43021541833877563,0.7894737124443054,0.8989899158477783,0.773809552192688,0.43763787154071876
ROST,97,0.5230059027671814,0.7113402485847473,0.8190170526504517,0.5349264144897461,0.28805437568201897
FOXA,125,0.49863433837890625,0.7680000066757202,0.8379220962524414,0.735882043838501,0.3380824232717128
L,76,0.4128066599369049,0.8157894611358643,0.898065447807312,0.7695402503013611,0.44076537953661266
ROP,46,0.6422884464263916,0.5652173757553101,0.7196969389915466,0.4791666269302368,0.11298734519236675
CHTR,73,0.4783051311969757,0.8082191944122314,0.8647103905677795,0.8446367979049683,0.37295313225835747
PKG,65,0.4724203050136566,0.7692307829856873,0.859375,0.8431745767593384,0.3816468481701921
MTD,54,0.5669488310813904,0.7037037014961243,0.7870879769325256,0.7083333730697632,0.22353997815396953
PLD,60,0.5723311901092529,0.6333333849906921,0.7936595678329468,0.5727272629737854,0.20396916983254565
MAA,47,0.5570444464683533,0.7234042882919312,0.7948718070983887,0.6881721019744873,0.25465914682650403
MTB,85,0.5154571533203125,0.7764706015586853,0.829431414604187,0.7889401316642761,0.3178216163495857
FFIV,80,0.4666415750980377,0.7750000357627869,0.8612155318260193,0.7576720118522644,0.3981741984928836
GRMN,62,0.43616852164268494,0.8548386693000793,0.9007352590560913,0.8654189109802246,0.4639666197119334
SBAC,57,0.47581052780151367,0.719298243522644,0.8318414688110352,0.6492373943328857,0.327700443286851
BR,36,0.43065330386161804,0.75,0.8900928497314453,0.7666666507720947,0.42464380312467054
AEE,30,0.5603232979774475,0.7666667103767395,0.7999999523162842,0.8108108639717102,0.12443196224122188
NTRS,80,0.5519917607307434,0.6875,0.8050793409347534,0.7003478407859802,0.25160145562019753
INTC,77,0.6317297220230103,0.6233766078948975,0.6968156695365906,0.6192680597305298,0.11919479124134269
ZBRA,115,0.5812433362007141,0.6869565844535828,0.7639394998550415,0.6758777499198914,0.19680436883161478
PEAK,56,0.5455132126808167,0.7321428656578064,0.8058748245239258,0.7692306637763977,0.25667583443271913
AEP,35,0.49000969529151917,0.7428571581840515,0.8486841917037964,0.6904761791229248,0.33419318597623315
J,34,0.48193663358688354,0.7058823704719543,0.9000000357627869,0.6881719827651978,0.34631855079626406
NSC,75,0.5362384915351868,0.6533333659172058,0.7909544706344604,0.6340636014938354,0.26492226058412816
AVGO,108,0.6293388605117798,0.6203703880310059,0.6950000524520874,0.6439459323883057,0.10384978700262038
WM,25,0.37532567977905273,0.8799999952316284,0.96875,0.8571428060531616,0.507301441241349
PG,23,0.5753262042999268,0.6521739363670349,0.7222222089767456,0.555555522441864,0.1629522552544319
D,29,0.4455227553844452,0.7931034564971924,0.9117647409439087,0.699999988079071,0.41210319296126563
ARE,42,0.5312796831130981,0.761904776096344,0.8067129850387573,0.6546546220779419,0.3033986136747683
CMS,33,0.498335063457489,0.8181818723678589,0.8055555820465088,0.42105260491371155,0.33570674445090676
DIS,63,0.5878756642341614,0.682539701461792,0.7294736504554749,0.6038960814476013,0.15101873936213617
TGT,52,0.5239810347557068,0.7307692766189575,0.8173843622207642,0.7638888359069824,0.23445507585010605
ABT,49,0.5613306760787964,0.6530612111091614,0.7724999785423279,0.6298245191574097,0.22824335080645708
BRK.B,40,0.4846561551094055,0.7750000357627869,0.8571428060531616,0.7857142686843872,0.36124275025474784
JNJ,21,0.5330900549888611,0.7142857313156128,0.788461446762085,0.6666666269302368,0.223930452178009
SYY,60,0.5101450681686401,0.8000000715255737,0.8409343957901001,0.7747252583503723,0.330227806463429
SBUX,49,0.5864905118942261,0.6938775181770325,0.7431035041809082,0.763157844543457,0.16445142458362905
OGN,6,0.5594965815544128,0.8333333730697632,0.7777777910232544,0.7999999523162842,0.2538017184797864
JKHY,40,0.4537719190120697,0.800000011920929,0.8839999437332153,0.8545454144477844,0.3745036444247877
CL,26,0.48039841651916504,0.8076923489570618,0.8757396936416626,0.782608687877655,0.375632035177364
MMC,34,0.47542914748191833,0.7941176295280457,0.8379446864128113,0.761904776096344,0.28972619443408154
HON,52,0.48302575945854187,0.7307692766189575,0.8698225021362305,0.7622461318969727,0.36697764817851974
OTIS,21,0.6088607311248779,0.5714285969734192,0.7409090995788574,0.6399999260902405,0.11556803283333295
MRK,34,0.5554012060165405,0.6470588445663452,0.7854670882225037,0.6436780691146851,0.2371585671546106
BBWI,3,0.6392492651939392,0.6666666865348816,1.0,0.6666666269302368,-0.006824453087916682
